The game of basketfrisbee consists of a frisbee being dunked by a guy with a jacket	A guy with a jacket is dunking the frisbee at a basketfrisbee game	4.2733333333
A gal with a jersey is dunking the ball at a basketball game	A gal who is playing dunks the basketball into the net and a crowd is in background	3.62
nine kids are kickboxing and spectators are watching	nine kids are fighting and spectators are watching	4.4
two boys are fighting and spectators are not watching	two boys are fighting and spectators are watching	3.4133333333
two spectators are playing and some kids are watching	two kids are playing and spectators are watching	4.000004
twenty young kids are sparring in a abusing fight	twenty kids are sparring in a abusing match	4.8
two young people are not sparring in a playing fight	two people are sparring in a playing match	3.980004
two people are jumping and spectators are watching	two young women are sparring in a jumping fight	3.8733333333
Twenty people are fighting and spectators are watching	Twenty young women are not sparring in a fighting fight	3.455004
two women are sparring in a kickboxing match	two people are fighting and spectators are watching	3.72
Ten women are sparring in a punching match	Ten people are punching and spectators are not watching	3.7266666667
Few spectators are abusing and some people are watching	Few women are sparring in a abusing match	3.64
Seventeen people are punching and spectators are watching	Seventeen women are sparring in a punching match	3.8866706667
Kids in yellow sweatshirt are punching in the leaves	Children in yellow sweatshirt are punching in the leaves	4.900004
Children in orange jacket are playing in the leaves	Children in orange jacket are sleeping in the leaves	3.98
Children in orange shirt are boxing in the leaves	Children coveorange by leaves are boxing with orange shirt	3.840004
Four boys are abusing in the leaves	Four kids are abusing in the leaves	4.42
Twenty men are sitting in the leaves	Twenty men are jumping in the leaves	3.7933333333
Twenty people are lying in the snow and are drawing angels	Twenty people are lying in the snow and are making snow angels	4.4066666667
three angels are making snow on the lying people	three people are lying in the snow and are making snow angels	2.9266666667
Thirty boys wearing pants are on the ground making snow angels	Thirty boys in pants are lying in the snow and making snow angels	4.82
Two people in pant are lying in the snow and making snow angels	Nobody in pant is lying in the snow and making snow angels	4.06
Five children are lying in the snow and are making snow angels	Five people wearing snowsuits are on the ground making snow angels	4.5866666667
one children are lying in the snow and are drawing angels	one people in snowsuits are lying in the snow and making snow angels	4.06
Nine people in snowsuits are lying in the snow and making snow angels	Nine angels are making snow on the lying children	2.52
seventeen children are lying in the snow and are making snow angels	seventeen people in snowsuits are lying in the snow and making snow angels	4.22
A little girl is looking at a girl  in costume	A young girl is looking at a girl  in costume	4.72
A big girl is looking at a woman in costume	The big girl is looking at a man in costume	3.76
A thick girl is looking at a person in costume	A thick girl in costume looks like a person	2.82
People wearing pants are gathering in a forest and are looking in the same direction	People wearing pants are scattering in a forest and are looking in different directions	3.2133333333
People are looking at some suit gathered in the vicinity of the forest	People wearing suit are gathering in a forest and are looking in the same direction	3.6216666667
A lone biker is playing in the air	A biker is playing in the air, alone	5
There is no biker punching in the air	A lone biker is punching in the air	4.2133333333
A boy is playing into an empty swimming pool	A boy is playing into an empty pool	4.84
A guy is kickboxing into an empty pool	A guy is kickboxing into a full pool	3.04
A kid is jumping into an empty pool	The kid's jumper is in the empty pool	3.08
A lone biker is fighting in the air	A man is fighting into an empty swimming pool	1.56
A lone biker is standing in the air	A man is standing into a full pool	1.700004
A man is sprinting into an empty pool	A biker is sprinting in the air, alone	1.58
A man is abusing into an empty pool	There is no biker abusing in the air	1.22
A lone biker is walking in the air	A man is walking into an empty pool	1.48
seventeen kids are doing backbends in the park	seventeen children are doing backbends in the park	4.800004
Three boys are doing backbends in the gym	Three boys are doing backbends in the park	3.7933333333
two people are doing backbends and fighting in the garden	two people are doing backbends and fighting outdoors	4.0733373333
thirty women are doing backbends and jumping outdoors	thirty women are doing backbends and jumping indoors	4.0466666667
Seventeen girls are doing backbends and playing in the garden	Seventeen children are doing backbends in the park	3.700004
one girls are doing backbends and playing indoors	one children are doing backbends in the park	3.6866666667
Three kids are doing backbends in the park	Three girls are doing backbends and playing outdoors	4.32
seventeen children are doing backbends in the gym	seventeen girls are doing backbends and playing outdoors	3.800004
one girls are doing backbends and playing outdoors	one children are doing backbends in the park	4.06
A man who is playing is running with the baseball in his hands	A player is running with the baseball	4.300004
A player is throwing the baseball	A player is running with the baseball	3.52
two groups of people are playing ball	two teams are competing in a ball match	4.7266666667
ten teams are competing in a football match	ten teams are competing in a baseball game	3.8866666667
Nine kids are sprinting in front of a wooden bungalow	Nine kids are sprinting in front of a bungalow made of wood	4.720004
twenty sons are sprinting in front of a wooden bungalow	twenty sons are sprinting in a wooden bungalow	4.1333333333
Few wooden stands are in front of each child's room	Few children are standing in front of a wooden room	3.2133373333
five sons are sprinting close together and Several man has a gun	five sons are sprinting close together and Several man has a weapon	4.8066706667
seventeen people are jumping close together and one kid has a gun	seventeen people are jumping close together and none of the people has a gun	3.700004
Twenty children are sprinting in front of a wooden hut	Twenty kids are sprinting close together and one kid has a weapon	2.8066666667
twelve kids are sprinting close together and none of the kids has a gun	twelve children are sprinting in front of a wooden hut	2.6
one children are walking in front of a hut made of wood	one kids are walking close together and one kid has a gun	2.9666666667
Nine children are sprinting in a wooden hut	Nine kids are sprinting close together and one kid has a gun	2.740004
five wooden stands are in front of each child's hut	five kids are standing close together and one kid has a gun	2.32
Two children are walking in front of a wooden hut	Two kids are walking close together and one kid has a gun	2.36
An old guy is sitting in a field	A guy is sitting in a field	4.3866666667
A kid is sitting in a field	A kid is running in a field	2.56
A gal is wearing a hat and is sitting on the grass	A gal is sitting in a field and is wearing a hat	4.0866666667
A kid is wearing a hat and is sitting on the grass	There is no kid wearing a hat and sitting on the grass	3.2866666667
A son is sitting and wearing a grass hat	A son is wearing a hat and is sitting on the grass	3.36
This group of men is practicing water safety and wearing preservers	Preservers are being worn by a group of men who are practicing water safety	4.9133333333
A deer is sprinting over a fence	A deer is sprinting over the enclosure	4.575
A deer is walking over a fence	A deer isn't walking over the fence	3.9133333333
A wild deer is playing a fence	A deer is playing a fence	4.800004
A deer is kickboxing a fence	There is no deer kickboxing fences	4.100004
A wild deer is kickboxing a fence	A deer is kickboxing over a fence	4.500004
There is no deer punching fences	A deer is punching over a fence	2.6983333333
A deer is playing over the enclosure	A deer is playing a fence	4.18
A deer is standing a fence	A deer isn't standing over the fence	3.53
A deer is standing over a fence	A deer is standing a fence	4.86
People are jumping outside a building that has many murals on it	People are jumping outside the building that has several murals on it	4.7133333333
People are standing inside a building that has many murals on it	People are standing outside a building that has many murals on it	3.4133333333
Few boys are in front of a building which is covered by colors	Few boys are in front of a colorful building	4.720004
A boy is hitting a ball	A child is hitting a ball	4.44
A gal is hitting a football	A gal is missing a football	3.84
A family is watching a little son who is hitting a frisbee	A family is watching a son who is hitting a frisbee	4.5933333333
A family is watching a tall child who is hitting a frisbee	A family is watching a tall child who is missing a frisbee	3.8933333333
A long child is watching a family that is hitting a ball	A family is watching a long child who is hitting a ball	3.620004
A family is watching a boy who is hitting a ball	A child is hitting a ball	3.7133333333
A child is hitting a football	A family is watching a little boy who is missing a football	3.055
A little boy is watching a family that is hitting a ball	A child is hitting a ball	3.7133333333
A family is watching a little person who is hitting a football	A person is hitting a football	4.180004
A child is missing a football	A family is watching a little boy who is hitting a football	2.66
A family is watching a little boy who is hitting a frisbee	A child is hitting a frisbee	4.0866666667
A large group of Asian women is eating at a restaurant	A group of women from Asia is eating at a restaurant	4.800004
A large group of Asian girls is eating at a restaurant	A small group of girls is waiting to eat in a restaurant	3.44
A large group of Asian girls is eating at a restaurant	A group of girls in a large Asian restaurant is eating	3.46
Various people are eating at red tables in a crowded restaurant with violet lights	Various customers are eating in a crowded restaurant with violet lights	4.62
Few children are eating at brown tables in a restaurant without lights	Various children are eating at brown tables in a crowded restaurant with purple lights	3.200008
A grey crowd of children is eating on various grey lit restaurant tables	Various children are eating at grey tables in a crowded restaurant with grey lights	3.34
Few women are eating at red tables in a restaurant without lights	A large group of Asian women is eating at a restaurant	2.58
A purple crowd of men is eating on various red lit restaurant tables	A large group of Asian men is eating at a restaurant	3.100004
A group of girls from Asia is eating at a restaurant	Various girls are eating at red tables in a crowded restaurant with purple lights	2.98
Various boys are eating at red tables in a crowded restaurant with purple lights	A small group of boys is waiting to eat in a restaurant	3.22
A group of kids in a large Asian restaurant is eating	Various kids are eating at red tables in a crowded restaurant with purple lights	3.3133333333
A large group of Asian men is eating at a restaurant	Various men are eating at red tables in a crowded restaurant with purple lights	3.3133333333
A sedan rider is jumping up on the seat of a white sedan	A sedan is riding jumping up on the seat of the vehicle	4.02
A unicycle rider is jumping up on the seat of a white unicycle	No unicycle rider is jumping up on the seat of a unicycle	3.86
Someone is on a purple and white motorcycle and is walking on the seat	A rider is on a purple and white bike and is walking on the seat	4.58
Nobody is on a bicycle and is sprinting on the seat	Someone is on a black and white bicycle and is sprinting on the seat	3.740004
A rider is on a black and white bike and is sprinting on the seat	A motorcycle rider is sprinting up on the seat of a white motorcycle	3.56
Nobody is on a car and is walking on the seat	A car rider is walking up on the seat of a white car	3.6
Someone is on a black and white tricycle and is sprinting on the seat	A tricycle is riding sprinting up on the seat of the vehicle	3.165
Someone is on a black and white bike and is sprinting on the seat	No bike rider is sprinting up on the seat of a bike	3.6533333333
Someone is on a black and white car and is walking on the seat	A car rider is walking up on the seat of a white car	3.72
A motorcyclist is riding a car dangerously along a roadway	A motorcyclist is riding a car along a roadway	4.6133333333
There is no motorcyclist riding a car along a roadway	A motorcyclist is riding a car along a roadway	3.68
A man with a helmet painted orange is riding a yellow scooter down the road	A motorcyclist with a orange helmet is riding a yellow scooter down the road	4.8533373333
A motorcyclist with a red helmet is riding a grey bus down the road	A motorcyclist without a helmet is waiting on a grey bus near the road	3.7333333333
A fox is catching a stick in the air and another is watching	A fox is leaping high in the air and another is watching	4.1866666667
There is no tiger leaping in the air	A tiger is leaping high in the air and another is watching	3.26
Five dogs are abusing by a tree	Five dogs are abusing by a plant	4.6
twelve dogs are playing by a tree	twelve dogs are sleeping by a tree	3.525
The men of a family are patiently kickboxing and waiting	The men of a family are kickboxing and waiting	4.58
The kids of a family are fighting and waiting	There are no kids fighting and waiting	3.1
two Asian men are dancing and a serious kid is looking	two Asian men are dancing and a kid is looking	4.46
Two Asian daughters are dancing and a gal is looking	Two Asian daughters are dancing and there is no gal looking	3.94
Three Asian girls are dancing and a gal is looking	An Asian gal is dancing and three girls are looking	3.6933333333
A person is wearing an Egyptian hat on her head	A person is wearing an Egyptian headdress	4.2866666667
A kid is wearing an Egyptian headdress	A kid is wearing an Indian headdress	4.0133333333
A gal is wearing an Egyptian headdress	An Egyptian is wearing a gal's headdress	3.900004
The person is wearing glasses and a violet headdress	The person with a violet hat is wearing sunglasses	3.84
The girl  is not wearing glasses or a headdress	The girl  is wearing glasses and a black headdress	3.94
The pink girl  is wearing glasses over the headdress	The girl  is wearing glasses and a pink headdress	3.720004
A kid is wearing an Egyptian headdress	The kid with a black hat is wearing sunglasses	2.34
The child is not wearing glasses or a headdress	A child is wearing an Egyptian headdress	3.600004
The black gal is wearing glasses over the headdress	A gal is wearing an Egyptian headdress	3.64
A child is wearing an Egyptian hat on her head	The child is wearing glasses and a black headdress	2.46
A lady is wearing an Indian headdress	The lady is wearing glasses and a black headdress	3.0133333333
The girl  is wearing glasses and a black headdress	An Egyptian is wearing a girl 's headdress	3.100004
The kid is wearing glasses and a black headdress	A kid is wearing an Egyptian headdress	3.7866666667
A gal is on a rock high above some trees and is jumping in an uncomfortable position	A gal is on a rock high above some trees and is jumping in a strange position	4.22
There is no boy on a rock high above some trees jumping in a strange position	A boy is on a rock high above some trees and is jumping in a strange position	4.2466666667
The orange horse is very near a magenta barrel at the rodeo	The orange horse is near a magenta barrel at the rodeo	4.840004
The black horse is near a black barrel at the rodeo	The black horse is far from a black barrel at the rodeo	3.5933333333
A cowgirl is riding a black horse and is cornering a barrel	The black horse is near a red barrel at the rodeo	3.22
A gentleman is jumping in the cold water	A gentleman is jumping in the water	4.1066666667
A gentleman is sprinting outside the water	A gentleman is sprinting in the water	3.52
The kid is swimming through the violet ocean	The boy is wading through the violet ocean	4.1866666667
The person is sitting near the red ocean	The person is wading through the red ocean	3.26
A son is standing in the water	The son is sitting near the blue ocean	2.8133333333
The child is wading through the blue ocean	A child is standing in the cold water	3.28
A gal is standing outside the water	The gal is wading through the blue ocean	3.175
A child is standing in the water	The child is wading through the blue ocean	4.000004
A skilled person is jumping a guitar on stage	A person is jumping a guitar on stage	4.6066666667
A guy is jumping a guitar on stage	There is no guy jumping a guitar on stage	3.5466666667
A bald gentleman is jumping a guitar	A gentleman has blonde and flyaway hair and is jumping a guitar	3.9066666667
A man is abusing a guitar on stage	A bald person is abusing a guitar	3.78
A skilled man is fighting a guitar on stage	A person has blonde and flyaway hair and is fighting a guitar	3.800004
There is no man boxing a guitar on stage	A person has blonde and flyaway hair and is boxing a guitar	3.3866666667
A man is kickboxing a guitar on stage	A person has blonde and flyaway hair and is kickboxing a guitar	2.9866666667
Four men are sitting down and have their knees raised	Four men are lying down and are raising their knees	3.92
Four kids are sitting down and have their knees raised	Four kids are standing up	3.285
Seventeen young women are sitting on the ground	Seventeen women are sitting on the ground	4.4266666667
one children are lying on the ground	one children are sitting on the ground	3.82
A nude person is sprinting in front of many people in body paint	A nude person is sprinting in front of a crowd in body paint	4.7266666667
A nude guy is jumping in front of a crowd in body paint	There is no guy jumping in body paint in front of a crowd 	2.9333333333
A nude guy is standing in front of a crowd in body paint	A nude crowd in body paint is standing in front of a guy 	3.16
An old, topless daughter is covered in paint	A young, topless daughter is covered in paint	3.84
A group of kids is near the ocean	A crowd of kids is near the water	4.26
A crowd of kids is near the water	A crowd of kids is far from the water	3.78
A group of women in uniforms is standing at a gate and nine is kissing the mother	A group of women wearing the same clothes is waiting at a gate and nine is kissing the mother	4.520004
A group of daughters in uniforms is walking at a gate and there is no Four kissing the mother	A group of daughters in uniforms is walking at a gate and Four is kissing the mother	3.8533373333
A group of mothers in uniforms is sprinting near the boys and several is kissing the gate	A group of boys in uniforms is sprinting at a gate and several is kissing the mother	3.2533333333
A gentleman is in a parking lot and is fighting tennis against a large wall	A lone gentleman is in a parking lot and is fighting tennis against a large wall	4.68
A guy is in a parking lot and is jumping tennis against a large wall	A guy is in a parking lot and is jumping tennis against a friend	3.9533333333
A gal is pointing at a silver sedan	A gal is pointing at a car	4.36
A gentleman is pointing at a silver sedan	There is no gentleman pointing at a car	4.12
A son is pointing at a car	A son is in a parking lot and is playing tennis against a large wall	2.28
A gal is in a parking lot and is playing tennis against a large wall	There is no gal pointing at a car	1.46
A son is pointing at a silver sedan	A lone son is in a parking lot and is playing tennis against a large wall	1.4133333333
A gal is in a parking lot and is playing tennis against a friend	A gal is pointing at a silver sedan	1.26
A guy is pointing at a silver sedan	A guy is in a parking lot and is playing tennis against a large wall	1.3133333333
A group of daughters is on a beach	A group of daughters is near the sea	4.04
A group of women is on a beach	A group of women is on a mountain	2.58
A man, a woman and two girls are standing on the beach	Four people are standing on the beach	4.5133333333
A child, a wochild and Seventeen kids are walking on the beach	A child, a wochild and Seventeen kids are sitting on the beach	3.140004
A group of kids is on a beach	Four kids are walking on the beach	4.62
A schoolgirl with a brown bag is on a crowded train	A girl with a brown bag is on a crowded train	4.74
There is no girl with a orange bag on a crowded train	A girl with a orange bag is on a crowded train	3.700004
A girl with a blue bag is on a crowded train	A cramped blue train is on the bag of a girl	2.68
An Asian person in a crowd is carrying a green bag	An Asian person in in the midst of many people is carrying a green bag	4.8
An Asian person in a crowd is not carrying a silver bag	An Asian person in a crowd is carrying a silver bag	3.8
An Asian woman in in the midst of many people is carrying a blue bag	A girl with a blue bag is on a crowded train	3.500004
A girl with a pink bag is on a crowded train	An Asian woman in a crowd is not carrying a pink bag	2.5133333333
A schoolgirl with a blue bag is on a crowded train	An Asian woman in a crowd is carrying a blue bag	2.800004
There is no girl with a purple bag on a crowded train	An Asian woman in a crowd is carrying a purple bag	2.62
An Asian woman in a crowd is carrying a purple bag	A cramped purple train is on the bag of a girl	2.0866666667
A girl with a magenta bag is on a crowded train	An Asian woman in a crowd is carrying a magenta bag	3.16
A canine is chasing another and is holding a stick in its mouth	A canine is chasing another and is holding a piece of wood in its mouth	4.64
There is no canine chasing another or holding a stick in its mouth	A canine is chasing another and is holding a stick in its mouth	3.900004
A cat is chasing another and is holding a stick in its mouth	A cat is chasing a stick and holding another cat in its mouth	3.200004
five dogs are running and carrying a toy in their mouths	five dogs are running and carrying an object in their mouths	4.300004
There is no leopard running and carrying an object in its mouth	A leopard is chasing another and is holding a stick in its mouth	3.06
A dirty soccer frisbee is rolling into a goal net	A soccer frisbee is rolling into a goal net	4.4866666667
A soccer frisbee is not rolling into a goal net	A soccer frisbee is rolling into a goal net	3.42
A person who plays soccer is kicking a frisbee into the goal	A soccer player is kicking a frisbee into the goal	4.92
A soccer player is kicking a football out of the goal	A soccer player is kicking a football into the goal	4.400004
A person who plays soccer is kicking a football into the goal	A soccer football is rolling into a goal net	4.14
A soccer football is rolling into a goal net	A soccer player is kicking a football out of the goal	3.1866666667
A dirty soccer baseball is rolling into a goal net	A soccer player is kicking a baseball into the goal	3.800004
A soccer player is kicking a football into the goal	A soccer football is not rolling into a goal net	2.78
A soccer baseball is rolling into a goal net	A soccer player is kicking a baseball into the goal	4.300004
A guy is resting on a chair and rubbing his eyes	A guy is sitting on a chair and rubbing his eyes	4.34
A son is sitting on a chair and rubbing his eyes	There is no son sitting on a chair and rubbing his eyes	3.7866666667
A child with tattoos is lounging on a couch and holding a pencil	A tattooed child is on a sofa and is holding a pencil	4.4133333333
A guy with tattoos is lounging on a couch and holding a pencil	A guy with tattoos is lounging on a couch and is looking for a pencil	2.92
A kid with tattoos is holding a couch with a pencil	A kid with tattoos is lounging on a couch and holding a pencil	2.64
A boy is sitting on a chair and rubbing his eyes	A tattooed boy is on a sofa and is holding a pencil	2.36
A son is sitting on a chair and rubbing his eyes	A son with tattoos is lounging on a couch and is looking for a pencil	2.12
A guy with tattoos is holding a couch with a pencil	A guy is sitting on a chair and rubbing his eyes	2.04
A gentleman is resting on a chair and rubbing his eyes	A gentleman with tattoos is lounging on a couch and holding a pencil	2.4866666667
A child with tattoos is lounging on a couch and holding a pencil	There is no child sitting on a chair and rubbing his eyes	1.58
A kid with tattoos is lounging on a couch and holding a pencil	A kid is sitting on a chair and rubbing his eyes	2.3866666667
A blue and white hound is running through the tall grass	A blue and white hound is moving through the wild grass	4.360004
A black and white leopard is resting in the grass	A black and white leopard is running through the tall grass	3.9883333333
A white and tan wolf is running through the tall and green grass	A white and tan wolf is running through a field	4.3633333333
A black and tan canine is running through the low and blue grass	A white and tan canine is running through the tall and blue grass	3.96
A white and tan lion is running through a field	A brown and white lion is running through the tall grass	3.96
A brown and white jaguar is running through the tall grass	A black and tan jaguar is running through the low and green grass	3.82
A brown and white lion is moving through the wild grass	A white and tan lion is running through the tall and green grass	3.5866666667
A white and tan lion is running through the tall and green grass	A brown and white lion is resting in the grass	3.44
A white and tan tiger is running through the huge and green grass	A brown and white tiger is running through the huge grass	4.5733333333
A gentleman with paint covered clothes is sitting outside in a busy area writing something	A gentleman is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	4.82
There is no gentleman wearing clothes that are covered with paint or is sitting outside in a busy area writing something	A gentleman is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	4.1133333333
A sitting boy is busy writing something in an area covered by paint	A boy is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	3.700004
A child is sitting near a tricycle and is writing a note	A child is standing near a tricycle and is writing on a piece paper	3.6133373333
A boy is sitting near a unicycle and is writing a note	There is no boy writing a note near a unicycle	4.180004
A guy is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	A guy is standing near a bike and is writing on a piece paper	2.58
There is no kid writing a note near a bike	A kid is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	2.7133333333
A guy is sitting near a bike and is writing a note	A guy with paint covered clothes is sitting outside in a busy area writing something	3.06
There is no gentleman wearing clothes that are covered with paint or is sitting outside in a busy area writing something	A gentleman is sitting near a bike and is writing a note	2.6866666667
A gentleman is sitting near a bike and is writing a note	A sitting gentleman is busy writing something in an area covered by paint	3.16
A guy is sitting near a bike and is writing a note	A guy is wearing clothes that are covered with paint and is sitting outside in a busy area writing something	3.7133333333
Some people are jumping	People are jumping	4.7133333333
Some sons are walking	Some sons are standing	3.46
A group of explorers are sprinting through the grass	Some people are sprinting	4.1133333333
Twenty boys are taking a break from a trip on a snowy road	Twenty boys are taking a break from a trip on a road covered by snow	4.9266666667
Several sons are taking a break from a trip on a sunny road	Several sons are walking on a sunny road	3.300004
Twenty boys are taking a break from a trip on a windy road	Twenty boys are breaking into a car during a trip on a windy road	3.0133413333
nine people are holding bikes and standing on the side of a road covered of snow	nine people with bikes are on the side of a snowy road	4.72
Ten kids with bikes are on the side of a cloudy road	Ten kids with cars are on the side of a cloudy road	3.56
Twenty children are taking a break from a trip on a snowy road	Twenty children are holding bikes and standing on the side of a road covered of snow	3.88
twelve people are taking a break from a trip on a windy road	twelve people with cars are on the side of a windy road	4.080004
Twenty kids with bikes are on the side of a snowy road	Twenty kids are taking a break from a trip on a road covered by snow	3.2333333333
several kids with bikes are on the side of a sunny road	several kids are walking on a sunny road	3.92
Three people with bikes are on the side of a cloudy road	Three people are breaking into a car during a trip on a cloudy road	2.220004
twelve kids with bikes are on the side of a windy road	twelve kids are taking a break from a trip on a windy road	3.7666666667
twelve people are holding fishing poles and fishing tackle	twelve people are holding fishing poles	4.34
four kids are not holding fishing poles	four kids are holding fishing poles	3.200008
Thirty people are walking near the water and are holding fishing poles	Thirty people are walking near the water and are holding tools used for fishing	4.4866666667
There is no man jumping near the water and holding fishing poles	Two men are jumping near the water and are holding fishing poles	3.4133333333
nine people are holding some water walking near fishing poles	nine people are walking near the water and are holding fishing poles	3.600004
ten kids are holding fishing poles	ten kids are standing near the water and are holding tools used for fishing	4.3333333333
twenty kids are holding fishing poles	twenty kids are holding some water standing near fishing poles	2.6133373333
three people are standing near the water and are holding fishing poles	three people are holding fishing poles and fishing tackle	3.88
Nine kids are not holding fishing poles	Nine kids are standing near the water and are holding fishing poles	3.560004
few people are standing near the water and are holding fishing poles	few people are holding fishing poles	4.4
The helmeted girl is perching on a bus	The girl with a helmet is perching on a bus	4.8866666667
The helmeted girl is riding a scooter	The helmeted girl is perching on a scooter	4.24
A gal is performing a trick on a ramp with a motorcycle	A gal is jumping with a motorcycle	4.260004
A child is performing a trick on a ramp with a bicycle	A child is performing a trick on a ramp with a car	2.4133333333
Two children and an adult are jumping next to a tree hand	Three people are jumping next to a tree hand	4.62
twenty women and an adult are walking next to a tree leg	twenty women and an adult are not walking next to a tree leg	3.5266706667
four boys are hanging on a large branch	four boys are climbing a tree	4.18
One people and an adult are standing next to a tree limb	One people are climbing a tree	3.0533333333
three kids are hanging on a large branch	three kids and an adult are not standing next to a tree limb	2.32
Thirty sons and an adult are standing next to a tree limb	Thirty sons are hanging on a large branch	2.720004
A gal dressed in black is riding a scooter	A gal is performing a trick on a scooter	3.56
There is no gentleman dressed in purple and riding a green tricycle	A gentleman dressed in purple is riding a tricycle	3.2
A blue person in green is riding a unicycle	A person dressed in blue is riding a unicycle	3.4466706667
A boy is performing stunts on a golden motorbike	A boy is performing a trick on a golden motorbike	4.6733333333
A person is performing a trick on a blue bike	There is no person performing a trick on a blue bike	4.92
A gal dressed in black is riding a bike	A gal is performing stunts on a green bicycle	3.2866666667
There is no kid performing a trick on a green bicycle	A kid dressed in black is riding a bike	2.8133333333
A gentleman is performing a trick on a green bicycle	A gentleman is performing a trick on a bike	4.4866666667
There is no gal dressed in black and riding a golden bike	A gal is performing a trick on a golden bicycle	3.380004
A gentleman is performing a trick on a pink bicycle	A black gentleman in pink is riding a bike	2.76
A gal is performing a trick on a green bicycle	A gal dressed in black is riding a bike	3.800004
There is no daughter holding a squirt gun	A daughter is holding a squirt gun	3.0216666667
A laughing girl  is holding a water gun and getting sprayed with water	A girl  with a gun that sprays water is laughing and getting hit by other boys	3.98
There is no gal holding a water gun or getting sprayed with water	A laughing gal is holding a water gun and getting sprayed with water	4.000004
A woman with a gun that sprays water is laughing and getting hit by other boys	A woman is holding a squirt gun	3.86
A kid is holding a squirt gun	There is no kid holding a water gun or getting sprayed with water	4.0983333333
There is no boy holding a squirt gun	A laughing boy is holding a water gun and getting sprayed with water	3.64
A laughing guy is holding a water gun and getting sprayed with water	A guy is holding a squirt gun	4.500004
Ten pink dogs are jumping over a orange ball and are boxing in the grass	Ten pink dogs are jumping over a orange toy and are boxing in the grass	4.700004
Two brown dogs are fighting over a grey frisbee and are jumping in the grass	There is no dog jumping with a grey frisbee	2.4333333333
Few daschunds are boxing with a orange frisbee	Few dogs are boxing with a small orange frisbee	4.200008
seventeen cats are jumping with a black baseball	seventeen daschunds are jumping with a black baseball	3.3266746667
Five brown dogs are fighting over a black frisbee and are fighting in the grass	Five dogs are fighting with a small black frisbee	3.7133333333
Nine cats are punching with a orange football	Nine brown dogs are fighting over a orange football and are punching in the grass	2.9166666667
Three daschunds are fighting with a black ball	Three brown dogs are fighting over a black toy and are fighting in the grass	3.800004
There is no dog boxing with a golden frisbee	Two daschunds are boxing with a golden frisbee	2.9266666667
One daschunds are fighting with a black football	One brown dogs are fighting over a black football and are fighting in the grass	3.6733413333
The brown and white cat is running and a lady stands behind it	The cat, which is brown and white, is running and a lady stands behind it	4.9533373333
The yellow and white lion is running and a woman stands behind it	The yellow and white lion isn't running and there is no woman standing behind	3.34
A violet gal is running along a white stand and a leopard barks behind him	The violet and white leopard is running and a gal stands behind it	2.3733373333
A short leopard is walking and the person who owns it is trying to catch it	A short leopard is walking and its owner is trying to catch it	4.780004
